,posivite_score,bias_score,text
0,0.1178942024707794,0.7642115950584412,ISRAEL has confirmed the death of a soldier being held hostage by Hamas after the terrorists released a video which they claimed showed her lifeless body.
1,0.70811527967453,0.41623055934906006,"Cpl. Noa Marciano, 19, of the IDF's Combat Intelligence Collection Corps 414th was captured by the Hamas brutes on October 7."
2,0.6238054037094116,0.24761080741882324,The teenager was serving in the Nahal Oz base when it was overrun by terrorists.
3,0.3407360911369324,0.31852781772613525,Hamas yesterday released footage of the soldier speaking to the camera four days after she was taken hostage.
4,0.5467677712440491,0.09353554248809814,She identified herself and confirmed she was being held captive in the besieged Palestinian enclave of Gaza.
5,0.116636149585247,0.766727700829506,The horror video then cut to images of what the terrorists claimed was Marciano's dead body.
6,0.1724944710731506,0.6550110578536987,Still pictures showed a young woman with similar features to Marciano laying with her eyes closed on a blood-stained bedsheet.
7,0.1292308121919632,0.7415383756160736,Another image showed a bloody head wound.
8,0.1592842489480972,0.6814315021038055,"A caption claimed Marciano was killed ""in an airstrike by the Zionist enemy"" last Thursday."
9,0.1421293020248413,0.7157413959503174,"Israel's military has now confirmed Marciano's death, recognising her as a ""fallen soldier held captive by a terror group""."
10,0.7349051833152771,0.4698103666305542,"They made no comment on the circumstances of her death other than to describe her as an ""abductee fatality in the hands of a terrorist organisation""."
11,0.686849057674408,0.3736981153488159,The military statement said Marciano had served as a conscripted private in the border defence corps.
12,0.4369533658027649,0.12609326839447021,It appears to be the first time Israel has confirmed such a claim by Hamas.
13,0.0404955521225929,0.9190088957548141,The terror group has previously alleged that dozens of its hostages died or were missing due to the ensuing Gaza war.
14,0.0273700449615716,0.9452599100768568,News of Marciano's tragic death comes as Israeli forces gear up to storm Hamas' tunnel network and rescue the 239 missing people being held captive by the terrorists.
15,0.2382366508245468,0.5235266983509064,"Gershon Baskin, who oversaw the last hostage exchange with Hamas in 2011, claimed on Tuesday morning that IDF troops could raid the terrorists' underground maze in a matter of hours."
16,0.8525423407554626,0.7050846815109253,The negotiating expert warned Hamas might kill the hostages in response.
17,0.4918893277645111,0.016221344470977783,"He told The Times: ""Within the next few days or even hours, if there isn’t a deal for the release of hostages by agreement, military operations to go into the places hostages might be held will begin."
18,0.3575314879417419,0.2849370241165162,"""First of all we don’t know what the results of those [military operations] will be, if the hostages will be freed or killed in the crossfire, and Hamas may also respond by killing hostages in response to Israelis going after them in the tunnels."""
19,0.8483394384384155,0.696678876876831,"Baskin helped arrange the return of an Israeli soldier in exchange for over 1,000 Palestinian prisoners in 2011."
20,0.2566786706447601,0.48664265871047985,"Many of the prisoners who were released, including Hamas ringleader Yahya Sinwar, helped carry out the brutal October 7 attacks on Israel which killed some 1,200 men, women, and children."
21,0.4031123220920563,0.19377535581588745,Israel claimed on Tuesday to have captured Hamas' parliament and police headquarters in a move that could mean the end of the terror group's 16-year tyranny over the Gaza Strip.
22,0.5097410082817078,0.019482016563415527,"Israeli Defence Minister Yoav Gallant declared Hamas no longer maintained control over Gaza: ""There is no power of Hamas capable of stopping the IDF. The IDF is advancing to every point."
23,0.1520888805389404,0.6958222389221191,"""The Hamas organisation has lost control of Gaza, terrorists are fleeing south, civilians are looting Hamas bases, they have no confidence in the government."""
24,0.5541275143623352,0.10825502872467041,"Shortly after his announcement, IDF troops were pictured waving Israeli flags inside Gaza's parliament building."
25,0.1682875156402588,0.6634249687194824,The IDF last night revealed it had raided the city's Al Rantisi children's hospital where it claimed Hamas operatives were holed up.
26,0.4902940690517425,0.019411861896515004,It released footage of what appeared to be an underground terror nest littered with babies' nappies and bottles - possibly indicating hostages could have been held there.
27,0.321539968252182,0.356920063495636,"Troops said they found many weapons in the hospital basement, including explosive belts, grenades, weapons and RPG missiles."
28,0.201368972659111,0.597262054681778,ISRAEL claims Hamas has lost control of Gaza after reportedly capturing the terror group's parliament and police headquarters.
29,0.6179247498512268,0.2358494997024536,"After 16 brutal years, Hamas's tyranny over the Strip could finally be crumbling as Israeli forces surrounding Gaza City move to fully capture it."
30,0.4249398410320282,0.1501203179359436,Israeli Defence Minister Yoav Gallant has declared that Hamas no longer maintained control over Gaza.
31,0.7873215675354004,0.5746431350708008,"In a statement, he said: ""There is no power of Hamas capable of stopping the IDF. The IDF is advancing to every point."
32,0.1472389549016952,0.7055220901966096,"""The Hamas organization has lost control of Gaza, terrorists are fleeing south, civilians are looting Hamas bases, they have no confidence in the government."""
33,0.6688137650489807,0.3376275300979614,"Shortly after his announcement, IDF troops were pictured waving Israeli flags inside Gaza's parliament building after capturing the site."
34,0.5806635022163391,0.16132700443267822,The striking image showed proud and smiling soldiers inside the bullet-ridden building with the rows of seats where Hamas leaders used to sit still in-tact.
35,0.4270727932453155,0.145854413509369,Only the Palestinian terror organisation has used the building since taking complete administrative control of Gaza in 2007.
36,0.5470211505889893,0.09404230117797852,A separate picture also appears to show Israeli troops having seized the Hamas-run Gaza military police headquarters as heavily-armed soldiers once again smiled with flags.
37,0.1639610826969146,0.6720778346061709,"Last night, the IDF said it raided Gaza City's Al Rantisi children's hospital after claiming Hamas operatives were holed up inside."
38,0.4902940690517425,0.019411861896515004,It released footage of what appeared to be an underground terror nest littered with babies' nappies and bottles - possibly indicating hostages could have been held there.
39,0.321539968252182,0.356920063495636,"Troops said they found many weapons in the hospital basement, including explosive belts, grenades, weapons and RPG missiles."
40,0.2740027606487274,0.45199447870254517,"IDF spokesperson Rear Admiral Daniel Hagari said: “Underneath the hospital, in the basement, we found a Hamas command and control center, suicide-bomb vests, grenades, AK-47 assault rifles, explosive devices, RPGs, and other weapons."""
41,0.8130744099617004,0.6261488199234009,"""This is a kind of gear used for a major fight,"" he added."
42,0.0948928445577621,0.8102143108844758,The shocking footage emerged shortly after the IDF wiped out a Hamas terror cell in Al-Quds hospital after claiming Hamas was using patients as human shields to try and escape.
43,0.1560923904180526,0.6878152191638949,"Scores of IDF troops and tanks are also surrounding Gaza's biggest medical facility, the Al Shifa hospital, amid fears a Hamas HQ is hidden in the tunnels underneath."
44,0.1415216326713562,0.7169567346572876,The World Health Organisation (WHO) claimed that power had completely run out and 36 newborn babies were fighting for their lives after having to be removed from defunct incubators.
45,0.2025507390499115,0.594898521900177,"The WHO stated that the facility is ""nearly a cemetery"" as bodies piled up inside and outside."
46,0.5157204270362854,0.0314408540725708,"For days, international pressure has been mounting for Israel to better protect civilians and the hospitals caught in the crossfires."
47,0.3615738153457641,0.2768523693084718,"US President Joe Biden stated that Al-Shifa hospital ""must be protected"" as fighting raged close to the facility."
48,0.6648160815238953,0.3296321630477905,"His comments followed Prime Minister Rishi Sunak urging Israel to ""take all possible measures to protect innocent civilians, including at hospitals""."
49,0.1890256553888321,0.6219486892223358,"On Monday, he re-affirmed Israel's right to defend itself, but argued that ""too many civilians are losing their lives""."
50,0.5792567729949951,0.15851354598999023,The IDF today said it was in the process of coordinating the transfer of incubators to Gaza to help save newborns.
51,0.4063223600387573,0.18735527992248535,"Over 11,000 people - including 4,500 children - are said to have been killed in Gaza since Israel began its retaliatory strikes and ground operations, according to the Hamas-run health ministry."
52,0.2386808395385742,0.5226383209228516,"Israel's bombardment and siege of the Strip was sparked by Hamas's bloody cross-border killing spree on Israel, that saw 1,200 slaughtered and some 230 hostages dragged into Gaza."
53,0.4134207367897033,0.17315852642059337,"Forty days into the grinding conflict and the bomb-blitzed Strip has been ""split in two"" by IDF forces who have relentlessly pushed ahead with their ground invasion in an attempt to wipe out Hamas."
54,0.2960643768310547,0.4078712463378906,"Now, an Israeli hostage negotiator states that Israel is gearing up to storm Hamas's terror tunnels to retrieve the hostages within ""hours""."
55,0.4982639253139496,0.00347214937210083,"Baskin told The Times: ""Within the next few days or even hours, if there isn’t a deal for the release of hostages by agreement, military operations to go into the places hostages might be held will begin."""
56,0.782863199710846,0.5657263994216919,"But Baksin, who helped secure the return of an Israeli soldier in exchange for 1,000 Palestinian prisoners in 2011, warned that Hamas terrorists may kill the hostages in response to IDF forces hunting them through the tunnels."
57,0.1444383710622787,0.7111232578754426,"Hamas has already claimed that 50 hostages have been killed by Israel's air strikes, which Baskin claimed was ""very likely""."
58,0.5247851014137268,0.04957020282745361,AN airline has relaunched flights to a holiday hotspot that was once popular with Brit tourists.
