,posivite_score,bias_score,text
0,0.4638235569000244,0.07235288619995117,The world’s biggest producer of iPhones is going to outer space.
1,0.7535719871520996,0.5071439743041992,"Two prototype low-Earth orbit satellites made by Hon Hai Precision Industry, better known as Foxconn Technology Group, took off aboard a SpaceX rocket from Vandenberg Space Force Base in southern California on Saturday."
2,0.5511171221733093,0.10223424434661865,"The launch of the LEO satellites marks a key moment for the Taiwanese electronics manufacturer as it diversifies into new sectors, a shift that is taking greater urgency as some of its established businesses such as smartphones and laptops struggle. Foxconn is aiming to demonstrate that it has satellite technology to tap growing demand for communications from space."
3,0.7617821097373962,0.5235642194747925,"A top-selling biography of billionaire Elon Musk is being adapted into a film with prolific US director Darren Aronofsky already attached, production company A24 said on Friday."
4,0.8333727121353149,0.6667454242706299,"The author of “Elon Musk,” star biographer Walter Isaacson, had a previous book on Apple founder Steve Jobs made into a 2015 film starring Michael Fassbender."
5,0.4688034653663635,0.06239306926727295,"Elon Musk’s artificial intelligence startup xAI will be integrated into his social media platform X and also be available as a standalone app, he said on Sunday in a post."
6,0.6398895978927612,0.27977919578552246,"The billionaire also said xAI released its first AI model, a bot named Grok, after making it available to all X Premium+ subscribers on Friday."
7,0.7638162970542908,0.5276325941085815,The startup aims to create AI tools that “assist humanity in its quest for understanding and knowledge” and that Grok has been designed to answer questions with a bit of wit.
8,0.7458540201187134,0.49170804023742676,"Billionaire Elon Musk welcomed China’s engagement on artificial intelligence safety and said he wanted to see Beijing aligned with Britain and the United States on the subject, speaking in London on Thursday alongside British Prime Minister Rishi Sunak."
9,0.589094877243042,0.17818975448608398,"Musk backed China’s inclusion in the first AI Safety Summit, hosted at Bletchley Park, England, which has drawn leading companies and nations together to agree initial steps on how to manage the risks of cutting-edge AI models."
10,0.2813962996006012,0.4372074007987976,"Elon Musk, the richest man on Earth according to Forbes, lives in a rented US$50,000 “box home”, sold most of his luxury properties, and once told his former partner Grimes she couldn’t buy a new mattress when she discovered a hole in the one they were sleeping on."
11,0.7318370342254639,0.46367406845092773,But that doesn’t mean Musk doesn’t splurge at all – quite the contrary. He indulges in hobbies and vices like everyone else – his choices just tend to be a little less conventional than most.
12,0.8245596289634705,0.6491192579269409,"Since his first brush with fame, Musk has been clear that it is his personal mission to colonise Mars, and he created SpaceX with exactly that goal in mind. The billionaire believes humans need a contingency plan should Earth become non-viable, and announced in 2021 that he wants as much of his US$225 billion net worth as possible to go into the project."
